id,title,description,category,hand,department,priority,sla_hours,urgency,resolution_steps,citations
syn-0832,VPN error 807 — Rahul (Network) resolved,Error 807 when starting corporate VPN client after laptop sleep.,Network,1,Network,P1,24,medium,Disable fast startup in Windows power settings. | Reinstall VPN client with latest package. | Verify UDP 500/4500 not blocked on local network.,SYN-0832 | KB-NET-1
syn-0833,IP whitelist for SQL access — Deepak (Network) resolved,Need IP 8.x whitelisted to reach SQL database from home office.,Network,2,Network,P1,24,medium,Submit firewall change with business justification. | Network team adds rule to database security group. | User verifies connectivity after change window.,SYN-0833 | KB-NET-2
syn-0834,Wi-Fi certificate trust issue — Shashi (Network) resolved,Corporate Wi-Fi prompts untrusted certificate on floor 3.,Network,1,Network,P0,4,high,Install updated root CA from IT portal. | Forget and rejoin SSID. | Confirm device is on corporate MDM profile.,SYN-0834 | KB-NET-1
syn-0835,Possible DDoS on perimeter — Rahul (Network) resolved,Perimeter firewall shows SYN flood spike on public API 3.,Network,3,Network,P1,24,medium,Enable rate limiting and geo block if approved. | Notify SecOps and application owner. | Scale edge protection per runbook.,SYN-0835 | KB-NET-3
syn-0836,Intermittent packet loss to datacenter — Deepak (Network) resolved,Ping loss 9% to primary datacenter during business hours.,Network,2,Network,P1,24,medium,Collect traceroute from affected sites. | Check ISP circuit utilization and errors. | Schedule maintenance if core switch port errors rise.,SYN-0836 | KB-NET-2
syn-0837,VPN error 807 — Shashi (Network) resolved,Error 807 when starting corporate VPN client after laptop sleep.,Network,1,Network,P1,24,medium,Disable fast startup in Windows power settings. | Reinstall VPN client with latest package. | Verify UDP 500/4500 not blocked on local network.,SYN-0837 | KB-NET-1
syn-0838,IP whitelist for SQL access — Rahul (Network) resolved,Need IP 3.x whitelisted to reach SQL database from home office.,Network,2,Network,P2,48,low,Submit firewall change with business justification. | Network team adds rule to database security group. | User verifies connectivity after change window.,SYN-0838 | KB-NET-2
syn-0839,Possible DDoS on perimeter — Deepak (Network) resolved,Perimeter firewall shows SYN flood spike on public API 8.,Network,3,Network,P1,24,medium,Enable rate limiting and geo block if approved. | Notify SecOps and application owner. | Scale edge protection per runbook.,SYN-0839 | KB-NET-3
syn-0840,Possible DDoS on perimeter — Shashi (Network) resolved,Perimeter firewall shows SYN flood spike on public API 8.,Network,3,Network,P2,48,low,Enable rate limiting and geo block if approved. | Notify SecOps and application owner. | Scale edge protection per runbook.,SYN-0840 | KB-NET-3
syn-0841,Wi-Fi certificate trust issue — Rahul (Network) resolved,Corporate Wi-Fi prompts untrusted certificate on floor 9.,Network,1,Network,P1,24,medium,Install updated root CA from IT portal. | Forget and rejoin SSID. | Confirm device is on corporate MDM profile.,SYN-0841 | KB-NET-1
syn-0842,Intermittent packet loss to datacenter — Deepak (Network) resolved,Ping loss 9% to primary datacenter during business hours.,Network,2,Network,P1,24,medium,Collect traceroute from affected sites. | Check ISP circuit utilization and errors. | Schedule maintenance if core switch port errors rise.,SYN-0842 | KB-NET-2
syn-0843,Intermittent packet loss to datacenter — Shashi (Network) resolved,Ping loss 4% to primary datacenter during business hours.,Network,2,Network,P2,48,low,Collect traceroute from affected sites. | Check ISP circuit utilization and errors. | Schedule maintenance if core switch port errors rise.,SYN-0843 | KB-NET-2
syn-0844,Possible DDoS on perimeter — Rahul (Network) resolved,Perimeter firewall shows SYN flood spike on public API 6.,Network,3,Network,P0,4,high,Enable rate limiting and geo block if approved. | Notify SecOps and application owner. | Scale edge protection per runbook.,SYN-0844 | KB-NET-3
syn-0845,Intermittent packet loss to datacenter — Deepak (Network) resolved,Ping loss 9% to primary datacenter during business hours.,Network,2,Network,P0,4,high,Collect traceroute from affected sites. | Check ISP circuit utilization and errors. | Schedule maintenance if core switch port errors rise.,SYN-0845 | KB-NET-2
syn-0846,VPN error 807 — Shashi (Network) resolved,Error 807 when starting corporate VPN client after laptop sleep.,Network,1,Network,P2,48,low,Disable fast startup in Windows power settings. | Reinstall VPN client with latest package. | Verify UDP 500/4500 not blocked on local network.,SYN-0846 | KB-NET-1
syn-0847,IP whitelist for SQL access — Rahul (Network) resolved,Need IP 9.x whitelisted to reach SQL database from home office.,Network,2,Network,P2,48,low,Submit firewall change with business justification. | Network team adds rule to database security group. | User verifies connectivity after change window.,SYN-0847 | KB-NET-2
syn-0848,VPN error 807 — Deepak (Network) resolved,Error 807 when starting corporate VPN client after laptop sleep.,Network,1,Network,P1,24,medium,Disable fast startup in Windows power settings. | Reinstall VPN client with latest package. | Verify UDP 500/4500 not blocked on local network.,SYN-0848 | KB-NET-1
syn-0849,VPN error 807 — Shashi (Network) resolved,Error 807 when starting corporate VPN client after laptop sleep.,Network,1,Network,P0,4,high,Disable fast startup in Windows power settings. | Reinstall VPN client with latest package. | Verify UDP 500/4500 not blocked on local network.,SYN-0849 | KB-NET-1
syn-0850,Wi-Fi certificate trust issue — Rahul (Network) resolved,Corporate Wi-Fi prompts untrusted certificate on floor 6.,Network,1,Network,P1,24,medium,Install updated root CA from IT portal. | Forget and rejoin SSID. | Confirm device is on corporate MDM profile.,SYN-0850 | KB-NET-1
syn-0851,Possible DDoS on perimeter — Deepak (Network) resolved,Perimeter firewall shows SYN flood spike on public API 5.,Network,3,Network,P1,24,medium,Enable rate limiting and geo block if approved. | Notify SecOps and application owner. | Scale edge protection per runbook.,SYN-0851 | KB-NET-3
syn-0852,IP whitelist for SQL access — Shashi (Network) resolved,Need IP 6.x whitelisted to reach SQL database from home office.,Network,2,Network,P2,48,low,Submit firewall change with business justification. | Network team adds rule to database security group. | User verifies connectivity after change window.,SYN-0852 | KB-NET-2
syn-0853,VPN error 807 — Rahul (Network) resolved,Error 807 when starting corporate VPN client after laptop sleep.,Network,1,Network,P1,24,medium,Disable fast startup in Windows power settings. | Reinstall VPN client with latest package. | Verify UDP 500/4500 not blocked on local network.,SYN-0853 | KB-NET-1
syn-0854,Intermittent packet loss to datacenter — Deepak (Network) resolved,Ping loss 4% to primary datacenter during business hours.,Network,2,Network,P2,48,low,Collect traceroute from affected sites. | Check ISP circuit utilization and errors. | Schedule maintenance if core switch port errors rise.,SYN-0854 | KB-NET-2
syn-0855,Intermittent packet loss to datacenter — Shashi (Network) resolved,Ping loss 7% to primary datacenter during business hours.,Network,2,Network,P1,24,medium,Collect traceroute from affected sites. | Check ISP circuit utilization and errors. | Schedule maintenance if core switch port errors rise.,SYN-0855 | KB-NET-2
syn-0856,IP whitelist for SQL access — Rahul (Network) resolved,Need IP 3.x whitelisted to reach SQL database from home office.,Network,2,Network,P2,48,low,Submit firewall change with business justification. | Network team adds rule to database security group. | User verifies connectivity after change window.,SYN-0856 | KB-NET-2
syn-0857,Possible DDoS on perimeter — Deepak (Network) resolved,Perimeter firewall shows SYN flood spike on public API 8.,Network,3,Network,P0,4,high,Enable rate limiting and geo block if approved. | Notify SecOps and application owner. | Scale edge protection per runbook.,SYN-0857 | KB-NET-3
syn-0858,Wi-Fi certificate trust issue — Shashi (Network) resolved,Corporate Wi-Fi prompts untrusted certificate on floor 5.,Network,1,Network,P1,24,medium,Install updated root CA from IT portal. | Forget and rejoin SSID. | Confirm device is on corporate MDM profile.,SYN-0858 | KB-NET-1
syn-0859,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0859 | KB-ACC-1
syn-0860,Privilege escalation request ambiguous — Satya (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P1,24,medium,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0860 | KB-ACC-3
syn-0861,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P0,4,high,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0861 | KB-ACC-3
syn-0862,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 6 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0862 | KB-ACC-2
syn-0863,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0863 | KB-ACC-1
syn-0864,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0864 | KB-ACC-1
syn-0865,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0865 | KB-ACC-1
syn-0866,Forgot portal password — Satya Access Management,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0866 | KB-ACC-1
syn-0867,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 2 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0867 | KB-ACC-2
syn-0868,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 2 — need O365 and VPN accounts.,Access Management,2,Access Management,P0,4,high,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0868 | KB-ACC-2
syn-0869,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P2,48,low,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0869 | KB-ACC-3
syn-0870,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0870 | KB-ACC-1
syn-0871,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 7; needs Salesforce and Jira access.,Access Management,2,Access Management,P0,4,high,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0871 | KB-ACC-2
syn-0872,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0872 | KB-ACC-1
syn-0873,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 5 — need O365 and VPN accounts.,Access Management,2,Access Management,P0,4,high,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0873 | KB-ACC-2
syn-0874,Privilege escalation request ambiguous — Satya (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P1,24,medium,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0874 | KB-ACC-3
syn-0875,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 7; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0875 | KB-ACC-2
syn-0876,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 4; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0876 | KB-ACC-2
syn-0877,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 3; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0877 | KB-ACC-2
syn-0878,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 7 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0878 | KB-ACC-2
syn-0879,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P0,4,high,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0879 | KB-ACC-3
syn-0880,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 9; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0880 | KB-ACC-2
syn-0881,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0881 | KB-ACC-1
syn-0882,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0882 | KB-ACC-1
syn-0883,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0883 | KB-ACC-1
syn-0884,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0884 | KB-ACC-1
syn-0885,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0885 | KB-ACC-1
syn-0886,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 5 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0886 | KB-ACC-2
syn-0887,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0887 | KB-ACC-1
syn-0888,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0888 | KB-ACC-1
syn-0889,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 4 — need O365 and VPN accounts.,Access Management,2,Access Management,P0,4,high,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0889 | KB-ACC-2
syn-0890,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 2; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0890 | KB-ACC-2
syn-0891,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 2 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0891 | KB-ACC-2
syn-0892,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0892 | KB-ACC-1
syn-0893,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 7 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0893 | KB-ACC-2
syn-0894,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 6; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0894 | KB-ACC-2
syn-0895,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 8; needs Salesforce and Jira access.,Access Management,2,Access Management,P0,4,high,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0895 | KB-ACC-2
syn-0896,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0896 | KB-ACC-1
syn-0897,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 2 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0897 | KB-ACC-2
syn-0898,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0898 | KB-ACC-1
syn-0899,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0899 | KB-ACC-1
syn-0900,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 7 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0900 | KB-ACC-2
syn-0901,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0901 | KB-ACC-1
syn-0902,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0902 | KB-ACC-1
syn-0903,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0903 | KB-ACC-1
syn-0904,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 5 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0904 | KB-ACC-2
syn-0905,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0905 | KB-ACC-1
syn-0906,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P0,4,high,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0906 | KB-ACC-1
syn-0907,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0907 | KB-ACC-1
syn-0908,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0908 | KB-ACC-1
syn-0909,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 7 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0909 | KB-ACC-2
syn-0910,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0910 | KB-ACC-1
syn-0911,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0911 | KB-ACC-1
syn-0912,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P2,48,low,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0912 | KB-ACC-1
syn-0913,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 5; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0913 | KB-ACC-2
syn-0914,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P0,4,high,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0914 | KB-ACC-1
syn-0915,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P1,24,medium,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0915 | KB-ACC-3
syn-0916,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 6 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0916 | KB-ACC-2
syn-0917,New hire AD provisioning — Satya identity team,New employee start date 8 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0917 | KB-ACC-2
syn-0918,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 9 — need O365 and VPN accounts.,Access Management,2,Access Management,P2,48,low,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0918 | KB-ACC-2
syn-0919,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0919 | KB-ACC-1
syn-0920,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 2; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0920 | KB-ACC-2
syn-0921,MFA authenticator not working — Meera (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0921 | KB-ACC-1
syn-0922,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0922 | KB-ACC-1
syn-0923,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P0,4,high,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0923 | KB-ACC-3
syn-0924,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 5; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0924 | KB-ACC-2
syn-0925,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0925 | KB-ACC-1
syn-0926,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 7; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0926 | KB-ACC-2
syn-0927,Forgot portal password — Meera (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P2,48,low,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0927 | KB-ACC-1
syn-0928,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 4; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0928 | KB-ACC-2
syn-0929,Privilege escalation request ambiguous — Meera (Access Mgmt) resolved,User requests admin access to production but scope unclear.,Access Management,3,Access Management,P0,4,high,Identity interview to confirm systems and duration. | Require manager + app owner approval. | Grant time-bound PIM role if policy allows.,SYN-0929 | KB-ACC-3
syn-0930,New hire account provisioning — Satya (Access Mgmt) resolved,New employee start date 3 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0930 | KB-ACC-2
syn-0931,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 2; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0931 | KB-ACC-2
syn-0932,MFA authenticator not working — Satya (Access Mgmt) resolved,Authenticator app codes rejected at login after phone replacement.,Access Management,1,Access Management,P1,24,medium,Use backup codes if available. | Contact Identity to reset MFA enrollment. | Re-register authenticator on new device.,SYN-0932 | KB-ACC-1
syn-0933,New hire account provisioning — Meera (Access Mgmt) resolved,New employee start date 9 — need O365 and VPN accounts.,Access Management,2,Access Management,P1,24,medium,Verify HR onboarding ticket approved. | Create AD account and assign base groups. | Send welcome email with MFA enrollment steps.,SYN-0933 | KB-ACC-2
syn-0934,Forgot portal password — Satya (Access Mgmt) resolved,Forgot password and cannot login to company portal. Need AD password reset link.,Access Management,1,Access Management,P1,24,medium,Open self-service password portal. | Complete MFA verification via registered device. | Set new password meeting complexity policy.,SYN-0934 | KB-ACC-1
syn-0935,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 6; needs Salesforce and Jira access.,Access Management,2,Access Management,P1,24,medium,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0935 | KB-ACC-2
syn-0936,Role change — application access — Satya (Access Mgmt) resolved,User transferred to team 9; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0936 | KB-ACC-2
syn-0937,Role change — application access — Meera (Access Mgmt) resolved,User transferred to team 2; needs Salesforce and Jira access.,Access Management,2,Access Management,P2,48,low,Manager approves entitlement change. | Remove old team groups; add new role groups. | User confirms access within 24 hours.,SYN-0937 | KB-ACC-2
